Label	Brand	Name	Price	Rank	Combination	Dry	Normal	Oily	Sensitive
Moisturizer	LANC?ME	Visionnaire Advanced Multi-Correcting Cream	88	4.6	1	1	1	1	1
Moisturizer	SHISEIDO	Benefiance NutriPerfect Night Cream	94	4.7	0	0	0	0	0
Moisturizer	CAUDALIE	Premier Cru Rich Cream	140	4.5	1	1	1	1	1
Moisturizer	JACK BLACK	Clean Break™ Oil-Free Moisturizer	30	4.5	1	0	1	1	1
Moisturizer	LANC?ME	Hydra Zen Anti-Stress Gel Moisturizer	48	4.6	1	1	1	1	1
Moisturizer	CLINIQUE	Even Better Skin Tone Correcting Moisturizer Broad Spectrum SPF 20	50	4.1	0	0	0	0	0
Moisturizer	EST?E LAUDER	"DayWear Advanced Multi-Protection Anti-Oxidant Creme, Normal/Combination"	54	4.1	0	0	0	0	0
Moisturizer	FIRST AID BEAUTY	5 in 1 Face Cream SPF 30	40	3.9	1	1	1	1	1
Moisturizer	PETER THOMAS ROTH	Mega Rich Intensive Anti-Aging Cellular Creme	85	4.5	0	0	0	0	0
Moisturizer	BOBBI BROWN	Hydrating Face Cream Moisturizer	60	4.3	0	0	0	0	0
Moisturizer	CLINIQUE	Superdefense SPF 20 Age Defense Moisturizer Very Dry to Dry Combination	48	4.4	0	0	0	0	0
Moisturizer	HERBIVORE	Rose Hibiscus Coconut Water Hydrating Face Mist	32	4.1	1	1	1	1	1
Moisturizer	TATA HARPER	Retinoic Nutrient Face Oil	48	4.3	1	1	1	1	1
Moisturizer	SEPHORA COLLECTION	Intensive Instant Moisturizer + Cream	23	4.3	0	0	0	0	0
Moisturizer	CLINIQUE	Limited Edition Dramatically Different Moisturizing Lotion+™	39	0	1	1	0	0	0
Moisturizer	PHILOSOPHY	Hope In A Jar	39	4	1	1	1	1	1
Moisturizer	SK-II	Facial Treatment Oil	150	4.5	0	0	0	0	0
Moisturizer	KIEHL'S SINCE 1851	Ultra Facial Cream SPF 30	29	4.2	1	1	1	1	1
Moisturizer	DIOR	Capture Youth Age-Delay Advanced Cr?me	95	3.9	1	1	1	1	1
Moisturizer	CLINIQUE	Repairwear Laser Focus Night Line Smoothing Cream for Very Dry to Dry Combination Skin	52	4.7	0	0	0	0	0
Moisturizer	TARTE	Maracuja Neck Treatment	44	4	0	0	0	0	0
Moisturizer	GLAMGLOW	DREAMDUO™ Overnight Transforming Treatment	59	4.2	1	1	1	1	0
Moisturizer	ALGENIST	POWER Recharging Night Pressed Serum	95	4.4	1	1	1	1	1
Moisturizer	LANC?ME	ABSOLUE PREMIUM ?x - Absolute Replenishing Lotion SPF 15 Sunscreen	185	4.1	0	0	0	0	0
Moisturizer	KIEHL'S SINCE 1851	Ultra Facial Deep Moisture Balm	29	4.7	0	1	1	0	0
Moisturizer	ALGENIST	Firming & Lifting Neck Cream	98	3.9	0	0	0	0	0
Moisturizer	SHISEIDO	White Lucent All Day Brightener Broad Spectrum SPF 23 Moisturizer	62	4.6	1	1	1	0	0
Moisturizer	SATURDAY SKIN	Featherweight Daily Moisturizing Cream	49	4.6	1	1	1	1	1
Moisturizer	LA MER	The Moisturizing Matte Lotion	270	3.9	0	0	1	1	0
Moisturizer	HERBIVORE	Jasmine Green Tea Balancing Toner	39	4.2	1	0	0	1	1
Moisturizer	CLARINS	Super Restorative Night Age Spot Correcting Replenishing Cream	136	4.5	0	0	0	0	0
Moisturizer	KATE SOMERVILLE	Goat Milk Moisturizing Cream	65	4.1	1	1	1	1	1
Moisturizer	GO-TO	Face Hero	34	4.8	1	1	1	1	1
Cleanser	DRUNK ELEPHANT	T.L.C. Sukari Babyfacial™	80	4.5	1	1	1	1	0
Cleanser	DRUNK ELEPHANT	T.L.C. Framboos™ Glycolic Night Serum	90	4.3	1	1	1	1	0
Cleanser	FRESH	Soy Face Cleanser	38	4.4	0	0	0	0	0
Cleanser	FARMACY	Green Clean Makeup Meltaway Cleansing Balm with Echinacea GreenEnvy™	34	4.6	1	1	1	1	1
Cleanser	PHILOSOPHY	Purity Made Simple Cleanser	24	4.5	1	1	1	1	1
Cleanser	LANC?ME	Tonique Confort Re-Hydrating Comforting Toner with Acacia Honey	26	4.6	0	0	0	0	0
Cleanser	FRESH	Rose Deep Hydration Facial Toner	44	4.2	0	0	0	0	0
Cleanser	TATCHA	The Rice Polish Foaming Enzyme Powder	65	4.4	1	1	1	1	1
Cleanser	CLINIQUE	Take The Day Off Cleansing Balm	29	4.6	1	1	1	1	1
Cleanser	KIEHL'S SINCE 1851	Calendula Herbal Extract Alcohol Free Toner	35	4.3	0	0	0	0	0
Cleanser	LANC?ME	Bi-Facil Double-Action Eye Makeup Remover	30	4.7	0	0	0	0	0
Cleanser	SEPHORA COLLECTION	Cleansing & Exfoliating Wipes	7	4.5	0	0	0	0	0
Cleanser	TATCHA	The Deep Cleanse	38	4.4	1	0	1	1	1
Cleanser	FIRST AID BEAUTY	Face Cleanser	20	4.4	1	1	1	1	1
Cleanser	ORIGINS	Checks and Balances™ Frothy Face Wash	23	4.3	1	1	1	1	1
Cleanser	SHISEIDO	Facial Cotton	10	4.9	0	0	0	0	0
Cleanser	KATE SOMERVILLE	ExfoliKate® Intensive Exfoliating Treatment	24	4.4	1	1	1	1	0
Cleanser	LA MER	The Cleansing Foam	95	4.3	0	0	0	0	0
Cleanser	BOSCIA	MakeUp-BreakUp Cool Cleansing Oil	32	4.5	1	1	1	1	1
Cleanser	DRUNK ELEPHANT	Beste™ No. 9 Jelly Cleanser	34	4.1	1	0	1	1	1
Cleanser	BOSCIA	Purifying Cleansing Gel	28	4.5	1	0	1	1	1
Cleanser	OLEHENRIKSEN	Balancing Force™ Oil Control Toner	26	4.4	1	1	1	1	1
Cleanser	AMOREPACIFIC	Treatment Enzyme Peel	60	4.7	1	1	1	1	1
Cleanser	CLINIQUE	"Take The Day Off Makeup Remover For Lids, Lashes & Lips"	19	4.6	0	0	0	0	0
Cleanser	SK-II	Facial Treatment Clear Lotion Toner	76	4.1	1	1	1	1	1
Cleanser	FRESH	Sugar Face Polish Exfoliator	62	4.6	0	0	0	0	0
Cleanser	EVE LOM	Cleanser	80	4.3	1	1	1	1	1
Cleanser	KATE SOMERVILLE	ExfoliKate® Cleanser Daily Foaming Wash	38	4.5	0	0	0	0	0
Cleanser	YOUTH TO THE PEOPLE	Superfood Antioxidant Cleanser	36	4.4	0	0	0	0	0
Cleanser	OLEHENRIKSEN	The Clean Truth™ Foaming Cleanser	30	4.4	1	1	1	1	1
Cleanser	BOSCIA	Detoxifying Black Charcoal Cleanser	30	4.3	1	0	1	1	1
Cleanser	OLEHENRIKSEN	Transforming Walnut Scrub	28	4.7	1	1	1	1	1
Cleanser	SEPHORA COLLECTION	Waterproof Eye Makeup Remover	11	4.4	0	0	0	0	0
Cleanser	KIEHL'S SINCE 1851	Calendula Deep Clean Foaming Face Wash	29	4.7	1	1	1	1	1
Cleanser	SK-II	Facial Treatment Cleanser	75	4.3	1	1	1	1	1
Cleanser	DR. BRANDT SKINCARE	microdermabrasion age defying exfoliator	79	4.7	1	1	1	1	0
Cleanser	CLINIQUE	Liquid Facial Soap	18	4.4	1	1	1	1	1
Cleanser	TATA HARPER	Regenerating Cleanser	42	4.2	1	1	1	1	0
Cleanser	BIOSSANCE	Squalane + Glycolic Renewal Facial	68	4.8	1	1	1	1	0
Cleanser	CAUDALIE	Instant Foaming Cleanser	28	4.3	1	1	1	1	1
Cleanser	KORRES	Greek Yoghurt Foaming Cream Cleanser	26	4.6	1	1	1	1	1
Cleanser	TARTE	Knockout Tingling Treatment	39	4.5	0	0	0	0	0
Cleanser	CAUDALIE	Moisturizing Toner	28	4.4	1	1	1	1	1
Cleanser	KIEHL'S SINCE 1851	Ultra Facial Cleanser	20	4.6	1	1	1	1	1
Cleanser	CLINIQUE	Clarifying Lotion 2	16	4.4	0	0	0	0	0
Cleanser	KIEHL'S SINCE 1851	Ultra Facial Toner	16	4.5	1	1	1	1	1
Cleanser	SHISEIDO	Benefiance Extra Creamy Cleansing Foam	36	4.8	1	1	1	1	0
Cleanser	DRUNK ELEPHANT	Baby Pekee Bar™ + Juju Bar Travel Duo	18	4.5	1	1	1	1	0
Cleanser	SEPHORA COLLECTION	Cleansing & Exfoliating Wipes - Coconut Water	7	4.7	0	0	0	0	0
Cleanser	SHISEIDO	White Lucent Brightening Cleansing Foam	38	4.5	0	0	0	0	0
Cleanser	GLAMGLOW	YOUTHMUD™ Tinglexfoliate Treatment	59	4.1	1	1	1	1	0
Cleanser	SUNDAY RILEY	Ceramic Slip Cleanser	35	4.3	1	1	1	1	0
Cleanser	PETER THOMAS ROTH	Anti-Aging Cleansing Gel	38	4.4	0	0	0	0	0
Cleanser	CAUDALIE	Vinopure Natural Salicylic Acid Pore Minimizing Toner	28	3.8	1	0	1	1	1
Cleanser	MURAD	Clarifying Cleanser	30	4.3	1	1	1	1	1
Cleanser	MAKEUP ERASER	The Original MakeUp Eraser® Makeup Remover Cloth	20	4.3	0	0	0	0	0
Cleanser	BOSCIA	Clear Complexion Cleanser	28	4.4	1	1	1	1	1
Cleanser	LA MER	The Tonic	95	4.1	1	1	1	1	1
Cleanser	MAKE UP FOR EVER	Sens’Eyes - Waterproof Sensitive Eye Cleanser	25	4.4	0	0	0	0	0
Cleanser	KATE SOMERVILLE	EradiKate® Daily Cleanser Acne Treatment	38	4.3	1	0	1	1	0
Cleanser	BOSCIA	Exfoliating Peel Gel	34	4.1	1	1	1	1	1
Cleanser	IT COSMETICS	Bye Bye Makeup™ 3-in-1 Makeup Melting Cleansing Balm	38	4.5	1	1	1	1	1
Cleanser	PHILOSOPHY	The Microdelivery Exfoliating Facial Wash	8	4.6	1	1	1	1	1
Cleanser	AMOREPACIFIC	Treatment Cleansing Foam	50	4.5	1	0	1	1	0
Cleanser	FARMACY	Clean Bee Ultra Gentle Facial Cleanser	28	4.3	1	1	1	1	1
Cleanser	CLINIQUE	Acne Solutions Cleansing Foam	21	4.2	1	1	1	1	0
Cleanser	DRUNK ELEPHANT	Pekee Bar™	28	4.5	1	1	1	1	1
Cleanser	EST?E LAUDER	Nutritious Radiant Vitality Energy Lotion	58	0	0	0	0	0	0
Cleanser	REN CLEAN SKINCARE	Ready Steady Glow Daily AHA Tonic	35	4.4	1	1	1	1	1
Cleanser	LANCER	The Method: Polish	75	4.6	1	0	1	0	0
Cleanser	MURAD	AHA/BHA Exfoliating Cleanser	39	4.6	0	0	0	0	0
Cleanser	LANEIGE	Multi Cleanser	23	4.5	1	1	1	1	1
Cleanser	CLARINS	Gentle Foaming Cleanser with Cottonseed	26	4.5	1	0	1	0	0
Cleanser	SHISEIDO	Ibuki Gentle Cleanser	30	4.4	0	0	0	0	0
Cleanser	DR. JART+	Ceramidin™ Liquid	39	4.5	1	1	1	0	1
Cleanser	CLINIQUE	Exfoliating Scrub	22	4.7	1	0	0	1	0
Cleanser	CAUDALIE	Micellar Cleansing Water	14	4	1	1	1	1	1
Cleanser	DRUNK ELEPHANT	JuJu Bar	28	4.6	1	1	1	1	0
Cleanser	ORIGINS	GinZing™ Refreshing Scrub Cleanser	20	4.5	1	1	1	1	1
Cleanser	OLEHENRIKSEN	Pore-Balance™ Facial Sauna Scrub	28	4.6	1	0	0	1	0
Cleanser	CLINIQUE	Blackhead Solutions Self-heating Blackhead Extractor	29	3.7	1	1	1	1	1
Cleanser	GLOW RECIPE	Blueberry Bounce Gentle Cleanser	34	4.4	1	1	1	1	1
Cleanser	CLARINS	Toning Lotion with Camomile	26	4.5	1	1	1	0	1
Cleanser	LAURA MERCIER	Flawless Skin Face Polish	32	4.7	0	0	0	0	0
Cleanser	NEOGEN DERMALOGY	Green Tea Real Fresh Foam Cleanser	19	4.4	1	1	1	1	1
Cleanser	GLAMGLOW	FLASHMUD™ Brightening Treatment	59	4.1	1	1	1	1	0
Cleanser	MURAD	Time Release Acne Cleanser	38	4.4	1	1	1	1	1
Cleanser	INDIE LEE	CoQ-10 Toner	32	4.4	1	1	1	1	1
Cleanser	JACK BLACK	Pure Clean Daily Facial Cleanser	19	4.6	0	0	0	0	0
Cleanser	CLINIQUE	Acne Solutions Clarifying Lotion	17	4.4	1	1	1	1	0
Cleanser	KIEHL'S SINCE 1851	Rare Earth Deep Pore Daily Cleanser	23	4.6	1	0	1	1	1
Cleanser	FRESH	Rose Deep Hydration Toner Mini	25	0	0	0	0	0	0
Cleanser	CLINIQUE	Clarifying Lotion 3	16	4.4	0	0	0	0	0
Cleanser	IT COSMETICS	Confidence in a Cleanser™ Skin-Transforming Hydrating Cleansing Serum	28	4.7	1	1	1	1	1
Cleanser	CLINIQUE	Rinse-Off Foaming Cleanser	21	4.6	0	0	0	0	0
Cleanser	BELIF	Witch Hazel Herbal Extract Toner	28	4.6	0	0	0	0	0
Cleanser	TATA HARPER	Purifying Cleanser	70	4.4	1	1	1	1	1
Cleanser	KIEHL'S SINCE 1851	Midnight Recovery Botanical Cleansing Oil	32	4.4	1	1	1	1	1
Cleanser	KIEHL'S SINCE 1851	Epidermal Re-Texturizing Micro-Dermabrasion	41	5	1	1	1	1	0
Cleanser	DR. DENNIS GROSS SKINCARE	Alpha Beta® Pore Perfecting Cleansing Gel	38	4.6	1	1	1	1	1
Cleanser	LANEIGE	Essential Power Skin Toner for Normal to Dry Skin	28	4.5	1	1	1	0	1
Cleanser	LANC?ME	Cr?me Radiance Gentle Cleansing Creamy-Foam Cleanser	26	4.5	0	0	0	0	0
Cleanser	OLEHENRIKSEN	Truth™ On the Glow Cleansing Cloths	15	4.2	1	1	1	1	1
Cleanser	CLARINS	One-Step Gentle Exfoliating Cleanser with Orange Extract	38	4.7	1	1	1	1	0
Cleanser	KOH GEN DO	Cleansing Spa Water Makeup Remover	46	4.5	0	0	0	0	0
Cleanser	JACK BLACK	Face Buff Energizing Scrub	18	4.8	0	0	0	0	0
Cleanser	INDIE LEE	Brightening Cleanser	32	4.4	1	1	1	1	1
Cleanser	LA MER	The Cleansing Foam Mini	25	5	0	0	0	0	0
Cleanser	SEPHORA COLLECTION	Cleansing Wipes - Watermelon - Hydrating	7	4.7	0	0	0	0	0
Cleanser	CAUDALIE	Deep Cleansing Exfoliator	35	4.6	1	1	1	1	1
Cleanser	REN CLEAN SKINCARE	Evercalm™ Gentle Cleansing Milk	30	4.3	1	1	1	1	1
Cleanser	GLAMGLOW	SUPERCLEANSE™ Clearing Cream-to-Foam Cleanser	32	3.9	1	0	1	1	0
Cleanser	MURAD	Essential-C Cleanser	39	4.5	0	0	0	0	0
Cleanser	OLEHENRIKSEN	Face the Truth™ Gel Cleanser	24	4.5	1	1	1	1	1
Cleanser	SEPHORA COLLECTION	Cleansing Wipes - Rose - Moisturizing	7	4.6	0	0	0	0	0
Cleanser	LA MER	The Cleansing Gel	95	4.2	0	0	0	0	0
Cleanser	KOH GEN DO	Cleansing Spa Water Cloths	48	4.6	0	0	0	0	0
Cleanser	OLEHENRIKSEN	Find Your Balance™ Oil Control Cleanser	25	4.5	1	0	0	1	0
Cleanser	CLINIQUE	Pep-Start 2-in-1 Exfoliating Cleanser	19	4.5	1	1	1	1	0
Cleanser	FIRST AID BEAUTY	FAB Skin Lab Resurfacing Liquid 10% AHA	55	4.5	1	1	1	1	1
Cleanser	KORRES	Wild Rose Foaming Cream Cleanser	28	4.8	1	1	1	1	1
Cleanser	SEPHORA COLLECTION	Cleansing & Exfoliating Wipes - Green Tea	7	4.6	0	0	0	0	0
Cleanser	SHISEIDO	White Lucent Luminizing Infuser	52	3.8	1	1	1	1	0
Cleanser	LANC?ME	MOUSSE RADIANCE Clarifying Self-Foaming Cleanser	32	4.5	0	0	0	0	0
Cleanser	TATA HARPER	Nourishing Oil Cleanser	76	4.1	1	1	1	1	1
Cleanser	SEPHORA COLLECTION	Radiance Cleansing Foam	16	4.5	0	0	0	0	0
Cleanser	JACK BLACK	Deep Dive™ Glycolic Facial Cleanser	22	4.6	0	0	0	0	0
Cleanser	BOBBI BROWN	Soothing Face Cleanser Oil	48	4.2	0	0	0	0	0
Cleanser	SEPHORA COLLECTION	Exfoliating Wipes - Charcoal - Detoxifying	7	4.2	0	0	0	0	0
Cleanser	SHISEIDO	Perfect Cleansing Oil	33	4.5	0	0	0	0	0
Cleanser	TARTE	Deep Dive Cleansing Gel Rainforest of the Sea™	25	4.4	0	0	0	0	0
Cleanser	CLINIQUE	7 Day Scrub Cream Rinse-Off Formula	22	4.6	0	0	0	0	0
Cleanser	CLINIQUE	Take The Day Off Micellar Cleansing Towelettes for Face & Eyes	14	3.6	0	0	0	0	0
Cleanser	LANC?ME	Cleansing & Clarifying Duo	45	5	0	0	0	0	0
Cleanser	DR. JART+	Dermaclear™ Micro Water	32	4.4	1	1	1	1	1
Cleanser	FIRST AID BEAUTY	Skin Rescue Deep Cleanser With Red Clay	24	4.3	1	1	1	1	1
Cleanser	BOSCIA	The Future is Female Peppermint Blotting Linens	7	3.3	1	1	1	1	1
Cleanser	CAUDALIE	Gentle Cleansing Milk	28	4.1	1	1	1	1	1
Cleanser	CAUDALIE	Make-Up Removing Cleansing Oil	28	4.4	1	1	1	1	1
Cleanser	CLINIQUE	Rinse-Off Eye Makeup Solvent	19	4.3	0	0	0	0	0
Cleanser	DR. JART+	Dermaclear™ Micro Foam Cleanser	22	4.5	0	0	0	0	0
Cleanser	FRESH	Soy Face Cleansing Milk	38	3.9	1	1	1	1	1
Cleanser	LANEIGE	Moisturizing Foam Cleanser	23	3.8	1	1	1	0	1
Cleanser	FRESH	Seaberry Skin Nutrition Cleansing Oil	42	4.5	0	0	0	0	0
Cleanser	SHISEIDO	Pureness Deep Cleansing Foam	22	4.2	1	1	1	1	1
Cleanser	DR. BRANDT SKINCARE	PoreDermabrasion™ Pore Perfecting Exfoliator	58	4.2	1	0	1	1	0
Cleanser	LANEIGE	Essential Power Skin Toner for Combination to Oily Skin	28	4.4	1	0	0	1	0
Cleanser	SEPHORA COLLECTION	Diamondbuff by Bee Stunning	60	4.5	0	0	0	0	0
Cleanser	L'OCCITANE	Shea Cleansing Oil	24	4.5	0	0	0	0	0
Cleanser	TATCHA	Aburatorigami Japanese Blotting Papers	12	4.7	1	1	1	1	1
Cleanser	CHARLOTTE TILBURY	Multi-Miracle Glow Cleansing Balm	60	4.9	1	1	1	1	1
Cleanser	ORIGINS	Zero Oil™ Deep Pore Cleanser	23	4.2	0	0	0	0	0
Cleanser	LANC?ME	Tonique Douceur Softening Hydrating Toner with Rose Water	26	4.4	0	0	0	0	0
Cleanser	HERBIVORE	Bamboo Charcoal Detoxifying Soap Bar	12	4.5	1	0	1	1	0
Cleanser	MURAD	Clarifying Toner	24	0	0	0	0	0	0
Cleanser	ORIGINS	A Perfect World™ Age-Defense Treatment Lotion with White Tea	25	4.5	0	0	0	0	0
Cleanser	KOPARI	Coconut Rose Toner	24	4.5	1	1	1	1	1
Cleanser	SEPHORA COLLECTION	Micellar Cleansing Water & Milk	7	4.1	1	1	1	1	1
Cleanser	LANCER	The Method: Polish Blemish Control	75	4.7	1	0	1	1	0
Cleanser	SEPHORA COLLECTION	Micellar Cleansing Water & Milk - Pomegranate	7	4.2	1	1	1	1	1
Cleanser	ORIGINS	Zero Oil™ Pore Purifying Toner	23	4.3	0	0	0	0	0
Cleanser	SUNDAY RILEY	Martian Mattifying Melting Water-Gel Toner	55	3.9	1	0	1	1	1
Cleanser	PHILOSOPHY	Purity Made Simple One-Step Facial Cleansing Cloths	15	3.9	0	0	0	0	0
Cleanser	SATURDAY SKIN	Rub-A-Dub Refining Peel Gel	28	4.6	1	1	1	1	1
Cleanser	VOLITION BEAUTY	Turmeric Brightening Polish	38	4.6	1	1	1	1	1
Cleanser	PHILOSOPHY	Ultimate Miracle Worker Multi-Rejuvenating Retinol + Superfood Oil and Pads	75	4.1	1	1	1	1	1
Cleanser	KATE SOMERVILLE	Detox Daily Cleanser	36	4.3	1	0	1	1	0
Cleanser	TOO FACED	Mascara Melt Off Cleansing Oil	17	4.2	0	0	0	0	0
Cleanser	ORIGINS	Plantscription™ Anti-Aging Cleanser	33	4.3	0	0	0	0	0
Cleanser	SEPHORA COLLECTION	Cleansing Wipes - Cucumber - Anti-fatigue	7	4.4	0	0	0	0	0
Cleanser	SHISEIDO	Ibuki Softening Concentrate	24	4.4	0	0	0	0	0
Cleanser	ORIGINS	United State™ Balancing Tonic	23	4.3	0	0	0	0	0
Cleanser	BOSCIA	Black Charcoal Blotting Linens	10	4.3	0	0	0	0	0
Cleanser	SUNDAY RILEY	Blue Moon Tranquility Cleansing Balm	50	4.4	0	0	0	0	0
Cleanser	SHISEIDO	Future Solution LX Extra Rich Cleansing Foam	60	4.3	1	1	1	1	1
Cleanser	BELIF	Creamy Cleansing Foam Moist	26	4.1	0	0	0	0	0
Cleanser	FARMACY	New Day Gentle Exfoliating Grains	30	4.5	1	1	1	1	1
Cleanser	KIEHL'S SINCE 1851	Cucumber Herbal Alcohol-Free Toner	16	4.1	0	1	0	0	1
Cleanser	SHISEIDO	Oil Control Blotting Paper	18	4.3	1	1	1	1	1
Cleanser	SATURDAY SKIN	Rise + Shine Gentle Cleanser	26	4.5	1	1	1	1	1
Cleanser	BELIF	Problem Solution Toner	28	4.3	0	0	0	1	1
Cleanser	PETER THOMAS ROTH	8% Glycolic Solutions Toner	40	4.3	1	1	1	1	1
Cleanser	MILK MAKEUP	Matcha Toner	26	3.7	1	1	1	1	1
Cleanser	CLINIQUE	Blackhead Solutions 7 Day Deep Pore Cleanse & Scrub	24	4.2	1	1	1	1	1
Cleanser	PETER THOMAS ROTH	Acne Clearing Wash	38	4.2	1	1	1	1	1
Cleanser	FRESH	Rose Cleansing Foam	29	3.6	1	1	1	1	1
Cleanser	BAREMINERALS	OIL OBSESSED™ Total Cleansing Oil	30	4.6	1	1	1	1	0
Cleanser	BELIF	Bergamot Herbal Extract Toner	28	4.3	0	0	0	0	0
Cleanser	MURAD	Essential-C Toner	30	4.4	0	0	0	0	0
Cleanser	PERRICONE MD	High Potency Classics: Nutritive Cleanser	38	4.4	1	1	1	1	1
Cleanser	MURAD	Renewing Cleansing Cream	39	4.5	0	0	0	0	0
Cleanser	GLAMGLOW	YOUTHCLEANSE™ Daily Exfoliating Cleanser	32	4.2	1	0	1	1	0
Cleanser	CLARINS	Instant Eye Makeup Remover	30	4.5	1	1	1	1	1
Cleanser	PETER THOMAS ROTH	Un-Wrinkle Turbo™ Line Smoothing Toning Lotion	38	4.4	0	0	0	0	0
Cleanser	SEPHORA COLLECTION	Exfoilating Wipes - Papaya - Glow	7	4.9	0	0	0	0	0
Cleanser	FRESH	Rose Floral Toner Mini	15	2.8	0	0	0	0	0
Cleanser	OLEHENRIKSEN	Stay Balanced™ Oil Control Cleansing Cloths	8	4.5	1	0	0	1	0
Cleanser	PHILOSOPHY	A Glowing Regimen Trial Set	34	4.8	1	1	1	1	1
Cleanser	DIOR	Hydra Life Micellar Water No Rinse Cleanser	42	4.4	1	1	1	1	0
Cleanser	KORRES	Wild Rose Exfoliating Cleanser	28	4.4	1	1	1	1	1
Cleanser	SEPHORA COLLECTION	Soft Touch Cotton Pads	4	4.6	0	0	0	0	0
Cleanser	BELIF	Cleansing Gel Oil Enriched	34	4.5	1	1	1	1	1
Cleanser	SEPHORA COLLECTION	Blotting Papers	8	4.3	0	0	0	0	0
Cleanser	PERRICONE MD	No:Rinse Intensive Pore Minimizing Toner	45	4.3	1	1	1	1	1
Cleanser	LA MER	The Cleansing Oil	95	4.3	1	1	1	1	1
Cleanser	MURAD	Hydrating Toner	30	4.4	0	0	0	0	0
Cleanser	GLAMGLOW	BUBBLESHEET™ Oxygenating Deep Cleanse Mask	9	4.3	1	1	1	1	0
Cleanser	CLINIQUE	Clarifying Lotion 1	16	4.5	0	0	0	0	0
Cleanser	PETER THOMAS ROTH	3% Glycolic Solutions Cleanser	38	4.4	1	1	1	1	1
Cleanser	SHISEIDO	Ibuki Purifying Cleanser	30	4.3	1	1	1	1	1
Cleanser	SHISEIDO	Benefiance WrinkleResist24 Balancing Softener	73	4.3	0	0	0	0	0
Cleanser	SHISEIDO	Pureness Balancing Softener Alcohol-Free	24	4.4	0	0	0	0	0
Cleanser	SK-II	Facial Treatment Cleansing Oil	70	4.5	1	1	1	1	1
Cleanser	SKIN INC SUPPLEMENT BAR	Pure Revival Peel	55	4.2	1	1	1	1	1
Cleanser	ORIGINS	Mega-Mushroom Skin Relief Micellar Cleanser	33	4.6	0	0	0	0	0
Cleanser	BOSCIA	Balancing Facial Tonic	26	4.3	0	0	0	0	0
Cleanser	ALGENIST	Multi-Perfecting Detoxifying Exfoliator	38	4.6	0	0	0	0	0
Cleanser	OLEHENRIKSEN	Moment of Truth™ 2-in-1 Polishing Sugar Mask	42	4.5	1	1	1	1	1
Cleanser	BOSCIA	Clear Complexion Tonic	26	4.3	1	1	1	1	1
Cleanser	LANC?ME	Tonique Radiance Clarifying Refining Toner	26	4.1	0	0	0	0	0
Cleanser	KIEHL'S SINCE 1851	Clearly Corrective™ Brightening & Exfoliating Daily Cleanser	29	4.3	1	1	1	1	1
Cleanser	SEPHORA COLLECTION	Mattifying Blotting Films	8	4.5	0	0	0	0	0
Cleanser	MURAD	Pore Reform™ Skin Smoothing Polish	34	4.5	0	0	0	0	0
Cleanser	CLINIQUE	"Take The Day Off Makeup Remover For Lids, Lashes & Lips Mini"	9	3.4	0	0	0	0	0
Cleanser	DR. DENNIS GROSS SKINCARE	One Step Acne Eliminating Pads	42	4.2	0	0	0	0	0
Cleanser	EVE LOM	3 Muslin Cloths	22	4.3	0	0	0	0	0
Cleanser	ERBORIAN	Eau Ginseng	39	4.5	0	0	0	0	0
Cleanser	ERBORIAN	Solid Cleansing Oil	39	4.4	1	1	1	1	1
Cleanser	NUFACE	Prep-N-Glow™ Cloths	20	4.7	1	1	1	1	1
Cleanser	TARTE	FRXXXTION Stick Exfoliating Cleanser	22	4.6	1	1	1	1	1
Cleanser	CLINIQUE	Foaming Sonic Facial Soap	21	4.1	0	0	0	0	0
Cleanser	KATE SOMERVILLE	Clarifying Treatment Toner	26	4.2	0	0	0	0	0
Cleanser	KLORANE	Waterproof Eye Make-Up Remover with Soothing Cornflower	16	4.5	0	0	0	0	0
Cleanser	KATE SOMERVILLE	Kate's Mini Must Haves	55	0	1	1	1	1	0
Cleanser	BOBBI BROWN	Instant Long-Wear Makeup Remover	30	4.5	0	0	0	0	0
Cleanser	FIRST AID BEAUTY	Skin Rescue Acne Clearing Charcoal Cleanser with Probiotics	24	3.9	1	1	1	1	1
Cleanser	PHILOSOPHY	Purity Made Simple® Facial Cleansing Gel & Eye Makeup Remover	23	0	0	0	0	0	0
Cleanser	LANCER	The Method: Cleanse	55	4.4	1	0	1	0	0
Cleanser	PETER THOMAS ROTH	Irish Moor Mud Purifying Cleanser Gel	38	4.3	0	0	0	0	0
Cleanser	ERBORIAN	Double Mousse Gentle Cleansing Foam	28	4.5	0	0	0	0	0
Cleanser	CLINIQUE	Fresh Pressed 7-day System with Pure Vitamin C	27	4.1	1	1	1	1	1
Cleanser	BEAUTYBIO	GloPRO® Prep Pads Clarifying Skin Cleansing Wipes with Peptides	35	4	1	1	1	1	1
Cleanser	GO-TO	Exfoliating Swipeys	35	4.9	1	1	1	1	1
Cleanser	PERRICONE MD	PRE:EMPT SERIES™ Exfoliating Pore Refiner	45	4.5	1	1	1	1	1
Cleanser	GLAMGLOW	POWERMUD™ Dualcleanse Treatment	59	3.9	1	1	1	1	0
Cleanser	FIRST AID BEAUTY	Facial Radiance Polish	25	4.2	1	1	1	1	1
Cleanser	ORIGINS	Modern Friction™ Cleansing Oil with Radiance-Boosting White & Purple Rice	29	4.5	1	1	1	1	0
Cleanser	LA MER	The Cleansing Micellar Water	95	4.5	0	0	0	0	0
