label,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11
0,7,1226,3,90000,2,11,-1,106,5,450089,200
0,4,1256,1,68000,2,8,5,105,3,350058,163.86885
0,7,1268,1,379000,2,11,-1,108,5,151304,389.0372733
0,7,1341.5,3,112000,2,11,8,83,5,60090,1
0,5,1265,3,135000,2,15,5,100,5,151300,231.721816
1,7,1218.5,1,101000,2,11,3,101,3,350100,273.8612788
0,5,1257.5,3,95000,2,15,5,93,5,60036,1
0,7,,2,102000,2,11,5,101,5,450027,173.2050808
0,7,1341.5,3,183000,2,11,5,78,5,151300,246.6049472
0,5,1230.5,3,78000,2,15,5,85,5,72000,232.3790008
1,4,,2,44000,2,8,5,89,3,72000,171.0146193
0,5,1257.5,3,35000,2,15,5,100,5,60036,200
0,7,1292,1,130000,2,11,5,108,3,60040,1
0,4,1376,3,77000,2,8,9,113,5,151300,225.8362238
0,4,1227.5,3,50000,2,8,5,100,3,60027,173.2050808
0,4,1241,3,52000,2,8,5,110,4,151011,1
0,5,1287.5,1,126000,2,15,5,107,3,350071,316.227766
0,4,1302.5,3,143000,2,8,5,75,5,60014,1
0,7,1313,1,113000,2,11,5,107,5,60002,1
0,5,1292,3,130000,2,15,2,111,4,71000,173.2050808
0,7,1263.5,3,120000,2,11,9,86,5,151300,1
0,7,1308.5,1,442000,2,11,9,106,4,151011,1
0,7,1265,3,118000,2,11,5,106,5,450080,626.8971207
0,4,1163,3,42000,2,8,10,113,4,151300,1
1,4,,2,45000,2,8,5,111,4,151300,173.2050808
0,7,,2,117000,2,11,-1,87,3,332720,1
1,5,1245.5,3,81000,2,15,5,80,5,60004,1
0,7,1253,3,72000,2,11,9,112,3,330008,165.9759019
0,4,1299.5,3,35000,2,8,5,111,3,60029,1
0,4,1212.5,3,73000,2,8,5,85,3,72001,1
0,5,1356.5,3,198000,2,15,5,90,5,71000,173.2050808
0,4,1298,1,124000,2,8,5,89,3,151009,200
0,5,1287.5,3,102000,2,15,5,112,5,60062,173.2050808
0,4,1275.5,3,90000,1,8,5,103,5,72049,173.2050808
1,7,1293.5,1,87000,2,11,5,113,3,450080,170.2468796
0,7,1260.5,3,115000,2,11,5,85,5,60084,1
0,4,1266.5,3,207000,2,9,5,100,1,71002,316.227766
0,5,1286,1,99000,2,15,-1,87,5,60000,1
0,7,1353.5,1,187000,2,11,-1,114,5,340018,207.3644135
1,5,,2,45000,2,15,9,113,4,72000,118.6844556
0,5,1191.5,3,53000,2,15,5,114,4,72000,187.0828693
0,7,1241,3,54000,1,11,5,99,5,72003,164.3167673
0,7,,2,118000,2,11,9,107,5,72000,187.0828693
1,7,1305.5,1,87000,2,11,-1,114,4,72000,186.4564292
0,5,1314.5,1,119000,2,15,-1,75,5,450063,194.9358869
0,4,1268,1,118000,2,8,-1,95,3,330006,1
0,4,1287.5,1,110000,2,8,5,89,5,72049,190.9345438
0,7,1296.5,1,76000,2,11,10,113,4,72001,1
0,7,1290.5,3,116000,2,11,5,85,5,151300,223.6067977
1,7,1328,1,127000,2,11,-1,112,4,60043,1
0,5,1317.5,1,89000,2,15,9,114,4,450080,178.1375873
0,7,1215.5,3,35000,2,11,9,113,4,60038,1
0,7,1362.5,1,150000,2,11,-1,90,5,350020,316.227766
0,4,,2,38000,2,8,9,109,4,60028,158.113883
0,5,1263.5,3,126000,2,15,5,113,4,72000,1
0,7,1277,3,101000,2,11,9,106,4,450050,200.0699878
0,7,1214,3,81000,2,11,9,114,4,450012,204.9390153
0,5,1272.5,3,49000,2,15,-1,86,5,330004,200
0,4,1322,1,87000,2,8,5,90,4,151300,1
0,4,1356.5,1,220000,2,8,5,107,4,151011,1
0,4,1313,3,338000,2,8,5,90,5,60004,1
0,4,1358,3,162000,2,8,5,110,4,72001,1
0,5,1310,3,270000,2,15,5,115,4,60019,299.9533297
0,4,1260.5,3,110000,2,8,5,109,4,151300,1
0,5,1296.5,1,130000,2,15,5,110,3,361039,187.0828693
0,7,1250,3,82000,2,11,5,105,5,72000,1
0,7,1226,3,61000,2,11,9,105,3,151300,1
0,4,1296.5,3,94000,2,8,9,114,4,60058,1
0,7,,2,72000,2,11,5,109,3,60019,169.4845126
0,7,1245.5,3,58000,2,11,5,85,5,60024,1
0,7,,3,203000,2,11,-1,107,4,450012,158.113883
1,7,,2,70000,2,11,9,110,4,151304,187.0828693
1,7,1223,3,55000,2,11,5,89,5,60069,1
0,7,1338.5,3,162000,2,11,5,108,5,151300,200
0,7,1272.5,3,119000,2,11,5,82,5,60068,202.4845673
1,7,1215.5,3,58000,2,11,5,96,5,60033,158.113883
0,7,1364,3,260000,2,11,5,96,5,60007,1
1,4,1179.5,3,49000,1,8,5,105,5,60032,173.2050808
1,4,1310,3,88000,2,8,5,100,5,60005,1
0,7,1323.5,1,122000,2,11,5,86,3,151300,1
1,4,1256,3,180000,2,8,5,105,5,60018,1
1,5,,2,44000,2,15,5,111,5,151300,169.6113204
0,5,,3,71000,2,15,-1,90,4,450000,158.113883
0,5,,2,72000,2,15,5,114,5,350050,168.6979549
0,6,1241,1,74000,2,6,-1,105,3,60027,200
0,7,1227.5,3,67000,2,11,5,85,5,151009,1
1,7,1256,3,96000,2,11,5,102,3,72000,200
1,4,1218.5,3,48000,2,8,5,90,5,72001,187.0828693
0,7,1227.5,3,250000,2,11,9,100,5,60054,187.0828693
0,5,1316,3,141000,2,15,5,99,4,550004,223.6067977
0,5,1449.5,3,90000,2,15,5,107,4,60091,158.113883
1,7,1245.5,3,65000,1,11,5,109,5,151300,173.2050808
1,5,1230.5,3,72000,2,15,9,113,4,151304,173.2050808
0,4,1223,3,63000,2,8,5,91,5,60095,228.035085
1,4,1304,3,35000,2,8,5,110,4,72000,200
0,4,1241,3,50000,2,8,9,105,3,72000,255.4838547
0,7,1262,1,94000,2,11,5,89,3,60018,187.0828693
0,4,1278.5,1,201000,2,8,5,102,5,72000,1
0,2,1407.5,1,153000,2,3,9,112,5,151309,1
0,7,1274,1,240000,2,11,-1,104,5,350100,300
1,4,1223,3,50000,2,8,5,110,4,72000,173.2050808
0,7,1218.5,3,67000,1,11,5,114,4,72000,237.0442997
1,5,1299.5,3,30000,2,15,5,100,5,350059,316.227766
0,7,1278.5,3,114000,2,11,9,112,1,60010,200
0,5,1230.5,3,61000,2,15,5,109,4,60020,173.2050808
1,4,,2,63000,2,8,5,111,5,60000,160.7700221
0,4,1239.5,3,103000,2,8,5,103,5,60036,244.9489743
0,7,1214,3,74000,2,11,5,110,4,60058,204.9390153
0,4,1256,3,101000,2,8,9,110,5,60084,1
0,4,1239.5,3,65000,2,8,5,92,5,151300,200
0,7,1254.5,3,81000,2,11,5,110,5,60057,200
0,7,1340,1,296000,2,11,5,110,5,72000,1
0,5,1304,1,146000,2,15,5,90,3,350008,1
0,7,1266.5,1,111000,2,11,-1,79,5,60026,1
1,5,1316,3,48000,2,15,5,114,4,450033,297.5281499
0,7,1296.5,3,136000,2,11,5,115,4,71002,220.2271555
0,7,1340,1,80000,2,11,5,110,4,71002,162.4869226
1,7,1272.5,1,50000,1,11,-1,107,3,60085,1
1,4,1305.5,3,65000,2,8,9,80,5,60041,204.9390153
0,4,1230.5,3,85000,2,8,5,86,5,72000,1
1,7,,2,93000,2,11,5,108,5,60000,189.2247341
0,7,1325,1,80000,2,12,-1,82,3,60026,1
1,4,,2,49000,1,8,2,114,4,71000,180.2803373
0,5,1311.5,3,115000,2,15,9,88,5,60014,200
1,7,1266.5,1,103000,2,11,5,89,5,60061,1
0,4,1241,1,115000,2,8,5,105,3,151300,221.3594362
0,5,1289,3,74000,1,15,5,109,5,60088,223.6067977
1,5,1230.5,3,35000,2,15,5,112,5,60057,1
0,5,,3,35000,2,15,9,113,4,72000,226.508278
0,5,1367,3,127000,2,15,5,101,5,60054,223.6067977
0,7,1350.5,3,130000,1,11,5,97,5,60016,173.2050808
0,7,1206.5,3,66000,2,11,5,104,5,60000,173.2050808
0,4,1271,3,120000,2,8,5,89,3,60001,200
1,4,1241,3,68000,2,8,5,102,4,60020,173.2050808
0,4,1406,1,208000,2,8,-1,112,5,340001,223.6067977
0,7,1443.5,3,162000,2,11,9,110,5,72014,328.1600219
0,7,1308.5,1,110000,2,11,5,108,4,60004,1
0,7,1343,1,157000,2,11,-1,103,5,72000,1
0,4,1278.5,3,97000,2,8,5,100,3,72015,223.6067977
0,7,1290.5,3,116000,1,11,5,109,4,60062,196.4942747
0,7,1281.5,3,99000,2,11,9,114,5,60052,1
0,7,1214,3,58000,2,11,9,103,4,60091,1
0,5,,3,50000,2,15,9,110,5,450080,194.9358869
1,7,1227.5,3,90000,1,11,5,100,3,60040,158.113883
0,4,1295,1,30000,2,8,-1,93,5,350052,316.227766
0,4,1256,1,129000,2,8,9,110,5,60042,1
0,5,1304,3,150000,2,15,5,105,5,550107,264.5751311
0,4,,2,105000,2,8,5,109,3,60014,187.0828693
1,4,1269.5,1,210000,2,8,-1,84,3,330012,1
0,4,1338.5,1,150000,2,8,5,110,5,60029,316.227766
0,4,1347.5,1,138000,2,8,5,102,5,60013,181.6590212
0,7,1310,1,140000,2,11,5,90,5,60002,200
0,4,1244,3,116000,2,8,5,111,4,60002,1
1,5,,3,111000,2,15,5,99,3,350075,164.3167673
0,4,1262,1,360000,2,8,-1,113,4,151300,200
0,7,1287.5,1,135000,2,11,5,109,4,72000,1
0,7,1469,3,103000,2,11,5,71,5,60092,1
0,4,,2,108000,2,8,-1,108,3,340000,184.7241186
0,4,1311.5,3,150000,2,8,9,83,5,60052,1
0,7,1302.5,1,110000,2,11,5,108,4,151002,1
1,7,,2,56000,2,11,5,113,3,366001,165.9307084
0,4,1257.5,3,113000,2,8,5,100,5,60014,1
0,5,1311.5,1,91000,1,15,7,113,4,151306,1
0,4,1287.5,3,127000,2,8,5,111,3,60059,200
0,7,,2,255000,2,11,5,99,3,60058,223.6067977
1,7,1295,3,73000,2,11,5,100,5,350076,223.6067977
0,7,1247,3,110000,2,11,5,91,4,60007,1
0,4,1343,1,128000,2,8,-1,107,5,361022,1
0,7,1280,1,93000,2,11,-1,110,4,550000,181.6590212
0,7,1325,1,195000,2,11,5,109,5,350703,221.3594362
0,7,1286,1,110000,2,11,5,112,5,60033,1
1,7,1200.5,3,110000,2,11,5,113,4,60034,249.6998198
0,7,1322,3,133000,2,11,9,99,3,350609,209.8570942
1,4,1256,1,120000,2,8,5,99,4,151000,173.2050808
0,7,1289,1,97000,2,11,9,110,3,72008,200
1,7,1311.5,3,105000,2,11,9,88,5,60043,187.0828693
0,7,1308.5,3,123000,2,11,5,100,4,60014,200
0,7,1362.5,3,93000,2,11,5,115,4,151300,1
0,4,1356.5,1,136000,2,8,5,74,3,72000,1
0,4,1277,3,135000,2,8,5,84,5,60091,1
1,4,1239.5,3,30000,2,8,5,100,5,350017,223.6067977
0,7,1214,3,60000,2,11,9,108,4,151300,158.113883
0,7,1266.5,3,227000,2,11,9,112,4,151300,254.9509757
1,7,1377.5,1,55000,2,11,5,114,3,151009,212.1320344
1,7,1358,1,121000,2,11,5,112,4,151300,173.2050808
0,4,1379,3,489000,2,8,9,99,5,72001,223.6067977
0,7,1371.5,3,121000,2,11,9,85,3,60004,1
1,7,1365.5,1,130000,2,11,-1,100,3,341439,173.2050808
0,7,1271,3,85000,1,11,9,100,4,60052,158.113883
0,5,1259,3,80000,2,15,5,112,3,350000,223.6067977
0,5,,2,102000,2,15,5,104,3,350055,184.3908891
0,7,1274,3,183000,2,11,9,77,3,510084,692.820323
0,4,,2,120000,2,8,5,105,3,60050,173.2050808
0,5,1248.5,3,106000,2,15,5,85,3,151300,1
0,7,1268,3,111000,2,11,5,100,3,151010,200
0,7,1233.5,3,62000,2,11,3,88,3,450194,244.9489743
1,7,1214,3,66000,2,11,5,82,3,60019,200
0,5,1241,3,54000,2,15,5,112,4,151300,1
1,5,1262,3,130000,2,15,5,100,5,151304,189.7366596
1,4,1257.5,3,105000,2,8,5,73,3,151009,1
0,5,1350.5,1,155000,2,15,8,104,5,60004,1
0,4,1262,3,185000,2,8,5,105,5,151300,173.2050808
0,5,1415,3,169000,2,15,5,81,5,72000,237.1708245
0,4,1268,3,149000,2,8,5,106,3,72001,173.2050808
0,4,1266.5,1,99000,2,8,5,86,3,72002,1
0,7,1248.5,3,60000,2,11,5,90,3,60074,1
0,7,1305.5,3,93000,1,11,3,104,3,60032,200
0,4,1322,3,199000,2,8,5,111,4,72000,1
1,7,1310,1,186000,2,11,-1,112,3,340019,223.6067977
0,7,1305.5,1,50000,2,12,-1,113,3,350061,226.1459706
0,7,1251.5,3,240000,2,11,5,85,3,151300,194.9358869
0,5,1320.5,3,150000,2,15,9,108,5,361028,200
0,7,1307,3,195000,2,11,9,95,5,72003,200
0,5,1220,3,64000,2,15,5,114,4,60033,187.0828693
1,4,1313,3,134000,2,8,5,104,3,60054,244.9489743
0,4,1266.5,3,87000,2,8,-1,98,5,361029,1
0,5,1215.5,3,94000,2,15,-1,86,5,550088,223.6067977
0,5,1413.5,1,204000,2,15,9,107,5,350002,200
0,5,1272.5,3,120000,1,15,5,110,5,72000,187.0828693
0,7,1245.5,3,68000,2,11,5,111,4,60091,200
0,7,,2,69000,1,11,5,106,4,60064,173.2050808
0,5,1257.5,3,91000,2,15,5,94,5,60043,200
0,5,1338.5,3,325000,2,15,5,110,5,60033,316.227766
0,7,1211,3,66000,2,11,5,101,4,60015,1
0,5,1223,3,54000,2,15,-1,112,4,450018,169.7056275
0,7,1191.5,3,70000,2,11,9,107,5,450032,192.3538406
1,7,1386.5,1,165000,2,11,-1,100,3,350098,173.2050808
0,4,1326.5,3,140000,2,8,5,100,5,60013,1
0,4,1287.5,1,112000,2,8,5,90,3,330015,1
1,5,1281.5,3,144000,2,15,5,68,1,60057,1
0,7,1283,3,100000,2,11,5,95,3,332444,1
0,4,1229,3,62000,2,8,5,84,5,60019,1
1,7,,3,79000,2,11,-1,112,4,72000,177.0028248
0,5,1284.5,3,132000,2,15,9,109,5,151009,228.9847156
1,7,1257.5,1,98000,2,11,-1,101,3,60075,1
0,7,1278.5,1,105000,2,11,-1,112,4,450002,158.113883
0,7,1305.5,3,111000,2,11,9,113,4,72015,212.1320344
1,7,1250,3,94000,2,11,5,113,4,71000,187.0828693
0,5,1316,1,202000,2,15,5,105,5,450054,223.6067977
0,7,1274,1,328000,2,11,-1,82,5,450000,244.9489743
0,4,1310,3,129000,1,8,5,100,5,151300,181.6590212
1,7,,2,97000,2,11,5,76,5,72000,179.0809873
1,7,1205,3,63000,2,11,5,106,3,151300,1
0,7,1299.5,1,87000,2,11,5,85,5,151300,1
0,4,1241,3,35000,2,8,5,99,5,60084,158.113883
0,5,1322,3,195000,2,15,9,95,5,60000,200
0,5,1329.5,3,195000,2,15,5,64,5,60065,1
0,4,1292,1,117000,2,8,5,99,5,60052,200
1,4,1292,1,115000,2,8,5,114,5,350060,192.3538406
0,4,1223,3,68000,2,8,-1,112,5,340014,187.0828693
0,7,1238,3,66000,2,11,5,79,3,450017,214.4761059
1,7,1214,3,58000,2,11,5,110,4,151300,158.113883
0,4,1226,3,73000,1,8,5,104,5,60058,158.113883
0,4,,2,75000,2,8,-1,107,3,151300,173.2050808
0,4,1260.5,3,143000,2,8,9,110,4,60016,202.4845673
0,4,1400,3,383000,1,8,5,100,5,60024,212.1320344
1,4,1289,1,143000,2,8,5,70,5,60091,1
0,4,1263.5,1,102000,2,8,9,103,3,60024,200
0,5,1308.5,3,131000,1,15,5,110,5,72000,1
0,4,,2,45000,2,8,9,114,4,60064,173.2050808
0,7,1290.5,3,273000,2,11,9,113,3,60063,223.6067977
0,7,1364,3,106000,2,11,5,86,3,510003,187.0828693
0,4,1259,3,75000,2,8,5,89,5,151000,1
0,5,,2,114000,2,15,5,110,4,72049,195.6910831
0,7,,2,128000,2,11,9,111,4,151300,206.5187643
0,7,1275.5,3,90000,2,11,5,110,4,450015,212.1320344
1,5,1241,3,46000,2,15,5,80,5,350092,175.1570724
0,7,1340,1,99000,2,11,-1,85,5,350069,181.1077028
1,7,1344.5,3,137000,2,11,5,101,5,72000,1
1,5,1371.5,3,83000,2,15,5,95,3,350704,165.6653253
0,7,1215.5,3,67000,2,11,5,95,3,151306,134.9555482
0,5,1191.5,3,61000,2,15,-1,111,4,72001,1
0,7,1266.5,1,109000,2,11,3,107,3,330021,1
0,4,1214,3,63000,2,8,-1,85,3,330014,1
0,7,1310,1,169000,2,11,5,109,4,60058,316.227766
0,4,1332.5,3,153000,2,8,5,112,4,72001,1
0,5,1353.5,3,143000,2,15,5,110,4,60007,1
0,7,1377.5,3,500000,2,11,2,89,5,350052,387.2983346
1,7,,2,120000,2,11,5,101,5,72000,265.3394053
0,7,1241,1,74000,2,11,5,105,3,72000,1
0,5,1223,3,81000,2,15,9,112,4,60018,1
0,4,1241,3,68000,2,8,5,107,5,72000,173.2050808
0,7,1298,3,182000,2,11,5,100,5,60001,244.9489743
0,5,1362.5,1,114000,2,15,-1,112,4,361005,1
0,7,1358,3,500000,2,11,2,112,5,510000,316.227766
0,4,1271,3,118000,1,8,5,80,5,60017,282.8427125
0,4,1232,3,100000,2,8,5,95,3,350012,200
0,4,1322,1,35000,2,8,-1,111,5,151307,1
0,7,1350.5,3,176000,2,11,9,102,3,151004,1
0,4,1266.5,3,101000,2,8,9,101,4,60084,1
0,4,1250,3,115000,2,8,9,112,4,151300,255.4290508
0,4,1296.5,1,127000,2,8,5,107,3,60019,1
0,5,1290.5,3,86000,2,15,5,93,5,60033,1
0,4,,2,83000,2,8,5,110,3,71000,1
1,5,1241,3,42000,2,15,-1,107,5,60004,165.5505965
0,7,1319,3,177000,2,11,5,112,3,60042,1
0,4,1250,3,120000,2,8,5,91,5,60064,1
1,7,1277,3,132000,2,11,9,80,5,60016,1
0,4,1313,1,135000,2,8,5,75,5,60064,1
0,5,,2,58000,2,15,2,112,4,151300,1
0,7,1317.5,3,264000,2,11,5,83,5,72000,1
0,4,1214,3,62000,2,8,9,114,4,151300,1
0,7,1322,3,195000,1,11,5,104,5,71000,173.2050808
0,5,1250,3,79000,2,15,5,110,4,72001,1
1,7,1281.5,1,173000,2,11,-1,106,5,72000,1
0,7,1239.5,1,78000,2,11,-1,97,3,371301,200
0,5,1232,3,89000,2,15,9,112,4,72000,200
0,7,1289,3,305000,1,11,5,110,5,60033,236.6431913
0,7,1281.5,3,84000,2,11,5,113,4,60091,158.113883
0,4,1214,3,99000,2,8,5,84,3,60017,173.2050808
1,7,,2,91000,2,11,-1,105,3,60074,1
0,4,1299.5,1,157000,2,8,5,113,3,151300,158.113883
1,4,,2,94000,2,8,-1,109,5,340006,200
0,5,1241,3,62000,2,15,9,95,4,60023,1
0,5,1286,3,92000,1,15,5,81,3,60018,200
0,5,1218.5,3,215000,2,15,5,82,5,60016,1
0,4,1293.5,3,201000,2,8,9,113,5,72049,223.6067977
0,4,1227.5,1,150000,2,8,5,78,3,72000,1
1,4,1287.5,3,120000,2,8,9,114,5,60059,1
0,7,1322,3,68000,2,11,5,86,3,72015,1
1,7,1230.5,3,72000,2,11,5,85,5,60069,1
0,5,,2,160000,2,15,-1,85,5,450043,200
0,7,1335.5,1,71000,2,11,9,110,4,72000,168.0981856
0,5,1223,3,56000,2,15,5,112,4,151300,212.1320344
0,1,1410.5,1,300000,2,4,-1,64,5,340009,1
1,4,1187,3,100000,2,8,5,102,3,60017,547.7225575
0,4,,2,54000,2,8,5,89,5,72016,189.7366596
1,7,1268,3,90000,2,11,5,86,5,71002,1
0,7,1266.5,3,74000,2,11,5,105,4,60054,1
0,7,1227.5,3,68000,2,11,5,114,3,345009,192.3538406
0,7,1289,1,139000,2,11,-1,114,4,450033,214.4761059
0,7,1235,1,114000,2,11,-1,85,5,450088,1
0,4,,2,81000,2,8,5,110,3,72014,163.5267562
1,4,1272.5,1,141000,2,8,5,110,3,151300,1
0,5,1287.5,3,163000,2,15,5,90,5,72014,200
0,7,1308.5,3,194000,2,11,5,105,4,60051,223.6067977
0,7,1349,1,193000,2,11,5,100,5,350063,316.227766
0,5,1278.5,1,98000,2,15,-1,82,5,450033,173.2050808
0,5,1481,3,101000,2,15,5,100,5,60091,223.6067977
1,7,1230.5,3,64000,2,11,3,82,5,60058,200
0,5,1404.5,1,150000,2,15,9,100,5,71002,316.227766
0,5,1239.5,3,58000,2,15,5,107,5,60017,1
0,5,1299.5,3,273000,2,15,2,108,5,72000,200
0,5,1241,3,66000,2,15,9,115,3,350077,174.3444866
0,5,1269.5,3,124000,2,15,5,112,4,60033,204.9390153
0,7,1215.5,3,63000,1,11,5,100,5,71000,212.1320344
0,5,1319,3,15000,2,15,5,114,3,450069,158.113883
0,4,1250,1,84000,1,8,5,100,3,60019,167.3320053
0,7,1323.5,1,117000,2,11,9,112,4,550001,230.2172887
0,1,1293.5,1,500000,2,4,9,105,5,650005,1
0,7,1250,3,60000,2,11,5,114,4,72001,707.1067812
0,4,1269.5,3,162000,2,8,9,81,5,60019,1
0,7,1287.5,3,144000,2,11,5,114,4,72000,221.3594362
0,7,,2,73000,2,11,9,114,4,361000,153.3916556
0,5,1314.5,3,117000,2,15,5,109,5,60018,200
0,4,1314.5,1,89000,2,8,-1,100,5,60017,1
0,4,,2,81000,1,8,9,100,5,72000,200.4120755
0,7,1314.5,1,150000,1,11,-1,115,5,72000,1
0,5,1214,3,114000,2,15,5,90,5,60091,1
0,4,1194.5,3,63000,2,8,9,105,4,72001,223.6067977
0,7,1278.5,1,88000,2,11,-1,89,5,60001,1
1,7,1299.5,3,64000,2,11,5,110,4,510090,178.2414093
1,4,1389.5,1,186000,2,8,9,110,3,60014,1
0,5,1298,3,149000,2,15,5,112,5,510069,222.5511177
0,5,1322,3,71000,2,15,5,114,4,510034,216.374675
0,4,,2,41000,2,8,5,110,3,60036,164.1858703
0,7,1292,3,163000,2,11,5,109,5,60016,187.0828693
0,5,1305.5,3,129000,2,15,5,95,3,60061,223.6067977
0,7,,2,83000,2,11,9,85,5,72000,1
0,5,,3,154000,2,15,5,110,5,60036,212.1320344
0,4,,2,105000,1,8,5,99,5,151300,186.7136846
1,5,1214,3,58000,2,15,5,112,4,72000,200
0,7,1203.5,3,71000,2,11,5,110,3,151300,200
0,4,1250,1,87000,2,8,5,105,5,60069,212.1320344
0,4,,2,86000,2,8,5,114,5,151300,169.1123887
0,4,1346,1,102000,2,8,-1,100,5,60095,200
0,4,1302.5,3,410000,2,8,9,84,5,60018,1
0,4,1200.5,3,69000,2,8,5,104,5,60064,1
0,4,,2,71000,2,8,9,90,5,72015,167.4962686
0,7,1223,3,78000,2,11,-1,75,5,450007,173.2050808
0,7,,2,74000,2,11,9,85,5,60073,1
0,5,1307,3,166000,2,15,5,88,5,60065,235.0829641
0,4,1287.5,3,206000,2,8,9,102,3,72000,202.4845673
0,7,,2,51000,2,11,5,112,4,72015,170.2938637
0,4,1364,3,194000,2,8,5,110,5,151004,223.6067977
0,5,,2,35000,2,15,5,114,4,60069,1
0,4,1308.5,3,312000,2,8,8,89,5,60014,1
0,7,,2,180000,2,11,5,114,3,72001,167.3320053
0,5,1475,3,96000,2,15,9,110,5,72001,1
0,7,,2,51000,2,11,5,110,4,550013,182.7977024
0,7,1206.5,3,76000,2,11,5,108,4,72000,173.2050808
0,4,1280,3,89000,2,8,5,85,3,151300,189.7366596
0,7,1322,1,141000,2,11,5,84,3,60004,1
1,5,,2,43000,2,15,9,111,5,361027,167.7885574
0,4,,2,92000,2,8,-1,107,4,350052,158.113883
0,7,1226,3,64000,2,11,5,103,3,72000,1
1,7,,2,56000,2,11,-1,93,3,72001,212.1320344
1,5,1224.5,3,45000,2,15,5,81,5,450062,173.1588866
0,7,1220,3,77000,2,11,5,94,5,72001,1
1,4,1253,3,59000,2,8,-1,110,4,151300,1
0,7,1203.5,3,76000,2,11,5,78,5,60005,173.2050808
0,4,1232,1,68000,2,8,5,75,4,72001,1
0,7,1320.5,1,102000,2,11,5,110,3,151300,200
0,7,1296.5,3,80000,2,11,5,112,3,60069,1
0,4,1308.5,3,144000,2,8,5,107,5,60016,1
0,4,,2,111000,2,8,5,110,4,60091,220.8687393
1,7,1239.5,3,73000,2,11,5,87,3,60090,223.6067977
0,5,1326.5,3,133000,2,15,5,110,5,71000,1
0,5,1269.5,1,114000,2,15,5,83,3,450058,141.4213562
0,7,1278.5,3,71000,2,11,1,111,3,60019,316.227766
0,4,1337,3,410000,2,8,5,83,5,60091,1
0,7,1329.5,3,114000,2,11,5,76,5,60040,200
0,5,1250,3,78000,2,15,5,82,5,350092,176.4256217
1,5,1241,3,61000,2,15,2,109,4,552104,187.0828693
0,5,1305.5,3,91000,2,15,5,100,5,450003,173.4358671
0,4,1317.5,1,183000,2,8,5,90,5,60019,273.8612788
0,4,,2,65000,2,8,9,112,5,72001,206.6615591
0,5,1332.5,3,325000,2,15,5,103,5,151009,200
0,5,1361,1,101000,2,15,9,115,3,60052,187.0828693
0,4,1328,3,488000,2,8,9,114,4,60057,632.455532
0,4,,2,68000,2,8,9,114,4,151300,184.0190208
0,5,1290.5,1,106000,2,15,-1,112,3,450019,204.9390153
0,4,1308.5,1,123000,2,8,5,84,3,151300,173.2050808
0,7,1259,3,86000,2,11,5,88,5,72000,223.6067977
0,7,,3,137000,2,11,-1,112,4,450080,213.541565
1,4,1230.5,3,79000,2,8,5,112,4,72015,173.2050808
0,7,,3,100000,2,11,-1,110,5,450002,167.3320053
0,5,1241,1,78000,2,15,-1,77,5,450033,199.4993734
1,5,1289,1,35000,2,15,5,76,5,60063,1
1,4,1287.5,3,126000,1,8,5,99,5,151000,173.2050808
0,4,1269.5,3,113000,2,8,5,110,5,60091,212.1320344
0,4,1220,3,140000,2,8,5,109,4,72010,1
0,7,1326.5,3,96000,2,11,5,113,4,591001,1
0,7,1229,3,50000,2,12,-1,103,3,350061,200.2398562
0,4,1241,3,105000,2,8,5,114,4,72000,243.8216561
1,7,1319,3,149000,2,11,9,112,5,350096,243.9569634
1,7,1365.5,3,152000,1,11,5,84,5,60006,173.2050808
0,5,1229,3,46000,2,15,-1,111,4,450071,187.0828693
1,4,1305.5,3,130000,2,8,5,112,5,361047,1
1,4,1214,3,50000,2,8,5,114,4,60043,173.2050808
0,7,1251.5,3,103000,1,11,5,102,5,60095,173.2050808
1,7,1316,1,64000,2,11,9,87,5,60079,1
1,7,1241,3,56000,2,11,9,108,1,60013,158.113883
0,5,1233.5,3,82000,2,15,5,88,3,60014,1
0,5,,2,35000,2,16,-1,93,5,335534,105.9008971
1,7,1304,1,113000,2,11,9,112,4,350078,264.5751311
0,7,1370,1,142000,2,11,9,113,4,72014,1
0,7,1299.5,3,500000,2,11,5,112,4,72000,1
0,7,1280,3,156000,1,11,5,96,5,72000,187.0828693
0,7,1287.5,3,164000,2,11,5,100,5,60026,282.8427125
0,7,,2,76000,2,11,-1,92,5,60000,1
0,4,1331,3,341000,2,8,9,114,5,72001,345.7383404
0,4,1257.5,3,88000,2,8,5,101,3,60018,200
1,4,1277,3,91000,2,8,5,114,4,72000,158.113883
0,4,1241,1,86000,1,8,5,104,3,72000,187.0828693
0,5,1311.5,1,167000,2,15,5,85,5,60058,1
0,4,1287.5,3,107000,2,8,9,114,4,60043,200
0,5,,2,35000,2,16,-1,113,4,527000,163.4258242
0,4,1299.5,1,139000,2,8,-1,95,5,72000,1
0,7,1263.5,3,148000,2,11,5,90,5,60017,1
0,4,1242.5,3,158000,2,8,5,113,4,72000,200
0,7,1251.5,3,103000,2,11,9,108,4,60095,234.520788
0,7,1241,3,63000,2,11,5,112,4,60057,1
0,5,1296.5,3,289000,2,15,5,95,5,450027,310.1612484
0,7,1328,1,189000,2,11,9,85,5,60019,1
0,5,1283,3,90000,2,15,5,112,4,510094,189.7366596
